  -75.5739727       0.0000014       0.0000001       0.0000000
  -75.5636487       0.0000014       0.0000001       0.0000000
  -75.5533247       0.0000014       0.0000001       0.0000000
  -75.5430008       0.0000014       0.0000001       0.0000000
  -75.5326768       0.0000014       0.0000001       0.0000000
  -75.5223528       0.0000014       0.0000001       0.0000000
  -75.5120289       0.0000014       0.0000001       0.0000000
  -75.5017049       0.0000014       0.0000001       0.0000000
  -75.4913809       0.0000014       0.0000001       0.0000000
  -75.4810569       0.0000014       0.0000001       0.0000000
  -75.4707330       0.0000014       0.0000001       0.0000000
  -75.4604090       0.0000014       0.0000001       0.0000000
  -75.4500850       0.0000014       0.0000001       0.0000000
  -75.4397611       0.0000014       0.0000001       0.0000000
  -75.4294371       0.0000014       0.0000001       0.0000000
  -75.4191131       0.0000014       0.0000001       0.0000000
  -75.4087891       0.0000014       0.0000001       0.0000000
  -75.3984652       0.0000014       0.0000001       0.0000000
  -75.3881412       0.0000014       0.0000001       0.0000000
  -75.3778172       0.0000014       0.0000001       0.0000000
  -75.3674933       0.0000014       0.0000001       0.0000000
  -75.3571693       0.0000014       0.0000001       0.0000000
  -75.3468453       0.0000014       0.0000001       0.0000000
  -75.3365213       0.0000014       0.0000001       0.0000000
  -75.3261974       0.0000014       0.0000001       0.0000000
  -75.3158734       0.0000014       0.0000001       0.0000000
  -75.3055494       0.0000014       0.0000001       0.0000000
  -75.2952255       0.0000014       0.0000001       0.0000000
  -75.2849015       0.0000014       0.0000001       0.0000000
  -75.2745775       0.0000014       0.0000001       0.0000000
  -75.2642535       0.0000014       0.0000001       0.0000000
  -75.2539296       0.0000014       0.0000001       0.0000000
  -75.2436056       0.0000014       0.0000001       0.0000000
  -75.2332816       0.0000014       0.0000001       0.0000000
  -75.2229577       0.0000014       0.0000001       0.0000000
  -75.2126337       0.0000014       0.0000001       0.0000000
  -75.2023097       0.0000014       0.0000001       0.0000000
  -75.1919857       0.0000014       0.0000001       0.0000000
  -75.1816618       0.0000014       0.0000001       0.0000000
  -75.1713378       0.0000014       0.0000001       0.0000000
  -75.1610138       0.0000014       0.0000001       0.0000000
  -75.1506899       0.0000014       0.0000001       0.0000000
  -75.1403659       0.0000014       0.0000001       0.0000000
  -75.1300419       0.0000014       0.0000001       0.0000000
  -75.1197179       0.0000014       0.0000001       0.0000000
  -75.1093940       0.0000014       0.0000001       0.0000000
  -75.0990700       0.0000014       0.0000001       0.0000000
  -75.0887460       0.0000014       0.0000001       0.0000000
  -75.0784221       0.0000014       0.0000001       0.0000000
  -75.0680981       0.0000014       0.0000001       0.0000000
  -75.0577741       0.0000014       0.0000001       0.0000000
  -75.0474501       0.0000014       0.0000001       0.0000000
  -75.0371262       0.0000014       0.0000001       0.0000000
  -75.0268022       0.0000014       0.0000001       0.0000000
  -75.0164782       0.0000014       0.0000001       0.0000000
  -75.0061543       0.0000014       0.0000001       0.0000000
  -74.9958303       0.0000014       0.0000001       0.0000000
  -74.9855063       0.0000014       0.0000001       0.0000000
  -74.9751823       0.0000014       0.0000001       0.0000000
  -74.9648584       0.0000014       0.0000001       0.0000000
  -74.9545344       0.0000014       0.0000001       0.0000000
  -74.9442104       0.0000014       0.0000001       0.0000000
  -74.9338865       0.0000014       0.0000001       0.0000000
  -74.9235625       0.0000014       0.0000001       0.0000000
  -74.9132385       0.0000014       0.0000001       0.0000000
  -74.9029146       0.0000014       0.0000001       0.0000000
  -74.8925906       0.0000014       0.0000001       0.0000000
  -74.8822666       0.0000014       0.0000001       0.0000000
  -74.8719426       0.0000014       0.0000001       0.0000000
  -74.8616187       0.0000014       0.0000001       0.0000000
  -74.8512947       0.0000014       0.0000001       0.0000000
  -74.8409707       0.0000014       0.0000001       0.0000000
  -74.8306468       0.0000014       0.0000001       0.0000000
  -74.8203228       0.0000014       0.0000001       0.0000000
  -74.8099988       0.0000014       0.0000001       0.0000000
  -74.7996748       0.0000014       0.0000001       0.0000000
  -74.7893509       0.0000014       0.0000001       0.0000000
  -74.7790269       0.0000014       0.0000001       0.0000000
  -74.7687029       0.0000014       0.0000001       0.0000000
  -74.7583790       0.0000014       0.0000001       0.0000000
  -74.7480550       0.0000014       0.0000001       0.0000000
  -74.7377310       0.0000014       0.0000001       0.0000000
  -74.7274070       0.0000014       0.0000001       0.0000000
  -74.7170831       0.0000014       0.0000001       0.0000000
  -74.7067591       0.0000014       0.0000001       0.0000000
  -74.6964351       0.0000014       0.0000001       0.0000000
  -74.6861112       0.0000014       0.0000001       0.0000000
  -74.6757872       0.0000014       0.0000001       0.0000000
  -74.6654632       0.0000014       0.0000001       0.0000000
  -74.6551392       0.0000014       0.0000001       0.0000000
  -74.6448153       0.0000014       0.0000001       0.0000000
  -74.6344913       0.0000014       0.0000001       0.0000000
  -74.6241673       0.0000014       0.0000001       0.0000000
  -74.6138434       0.0000014       0.0000001       0.0000000
  -74.6035194       0.0000014       0.0000001       0.0000000
  -74.5931954       0.0000014       0.0000001       0.0000000
  -74.5828714       0.0000014       0.0000001       0.0000000
  -74.5725475       0.0000014       0.0000001       0.0000000
  -74.5622235       0.0000014       0.0000001       0.0000000
  -74.5518995       0.0000014       0.0000001       0.0000000
  -74.5415756       0.0000014       0.0000001       0.0000000
  -74.5312516       0.0000014       0.0000001       0.0000000
  -74.5209276       0.0000014       0.0000001       0.0000000
  -74.5106036       0.0000014       0.0000001       0.0000000
  -74.5002797       0.0000014       0.0000001       0.0000000
  -74.4899557       0.0000014       0.0000001       0.0000000
  -74.4796317       0.0000014       0.0000001       0.0000000
  -74.4693078       0.0000014       0.0000001       0.0000000
  -74.4589838       0.0000014       0.0000001       0.0000000
  -74.4486598       0.0000014       0.0000001       0.0000000
  -74.4383358       0.0000014       0.0000001       0.0000000
  -74.4280119       0.0000014       0.0000001       0.0000000
  -74.4176879       0.0000014       0.0000001       0.0000000
  -74.4073639       0.0000014       0.0000001       0.0000000
  -74.3970400       0.0000014       0.0000001       0.0000000
  -74.3867160       0.0000014       0.0000001       0.0000000
  -74.3763920       0.0000014       0.0000001       0.0000000
  -74.3660680       0.0000014       0.0000001       0.0000000
  -74.3557441       0.0000014       0.0000001       0.0000000
  -74.3454201       0.0000014       0.0000001       0.0000000
  -74.3350961       0.0000014       0.0000001       0.0000000
  -74.3247722       0.0000014       0.0000001       0.0000000
  -74.3144482       0.0000014       0.0000001       0.0000000
  -74.3041242       0.0000014       0.0000001       0.0000000
  -74.2938002       0.0000014       0.0000001       0.0000000
  -74.2834763       0.0000014       0.0000001       0.0000000
  -74.2731523       0.0000014       0.0000001       0.0000000
  -74.2628283       0.0000014       0.0000001       0.0000000
  -74.2525044       0.0000014       0.0000001       0.0000000
  -74.2421804       0.0000014       0.0000001       0.0000000
  -74.2318564       0.0000014       0.0000001       0.0000000
  -74.2215324       0.0000014       0.0000001       0.0000000
  -74.2112085       0.0000014       0.0000001       0.0000000
  -74.2008845       0.0000014       0.0000001       0.0000000
  -74.1905605       0.0000014       0.0000001       0.0000000
  -74.1802366       0.0000014       0.0000001       0.0000000
  -74.1699126       0.0000014       0.0000001       0.0000000
  -74.1595886       0.0000014       0.0000001       0.0000000
  -74.1492646       0.0000014       0.0000001       0.0000000
  -74.1389407       0.0000014       0.0000001       0.0000000
  -74.1286167       0.0000014       0.0000001       0.0000000
