    23 -2.812499999999999722E-02  7.095474162284703661E-23 -1.995602108142572721E-24
    23 -1.875000000000000000E-01  1.289638502988697346E-11 -2.418072193103807423E-12
    23  2.812499999999999722E-02  8.629035072375886593E-07  2.426916114105717972E-08
    23  4.499999999999999556E-01  3.992187994155798233E-14  1.796484597370108921E-14
    23  3.000000000000000000E+00  2.671192751864532313E-09  8.013578255593597352E-09
    23 -4.499999999999999556E-01  4.402520529973924436E-06 -1.981134238488265658E-06
    23 -6.749999999999999056E-02  8.024104710357196628E-19 -5.416270679491107146E-20
    23  1.079999999999999849E+00  2.179660790654356002E-12  2.354033653906704062E-12
    23 -7.650000000000000355E+00  1.458421826337473132E-07 -1.115692697148167076E-06
    23  1.079999999999999849E+00  2.403694764195142607E-04  2.595990345330753527E-04
    23 -6.749999999999999056E-02  9.758372645217809269E-03 -6.586901535522020649E-04
    23 -4.499999999999999556E-01  3.136949521498558205E-11 -1.411627284674351031E-11
    23  3.000000000000000000E+00  2.098948455598419081E-06  6.296845366795257244E-06
    23  4.499999999999999556E-01  3.459377336464761459E-03  1.556719801409142418E-03
    23  2.812499999999999722E-02  4.381012728577417049E-17  1.232159829912398449E-18
    23 -1.875000000000000000E-01  7.962713368598560291E-06 -1.493008756612230055E-06
    23 -2.812499999999999722E-02  5.327890937629327084E-01 -1.498469326208248104E-02
    23 -1.382532530144086648E-02
    33 -2.812499999999999722E-02  1.469666042802932536E-20 -4.133435745383247382E-22
    33 -1.875000000000000000E-01  2.671192751864532313E-09 -5.008486409745998345E-10
    33  2.812499999999999722E-02  1.787308295115109581E-04  5.026804580011245188E-06
    33  4.499999999999999556E-01  2.179660790654356002E-12  9.808473557944600594E-13
    33  3.000000000000000000E+00  1.458421826337473132E-07  4.375265479012419396E-07
    33 -4.499999999999999556E-01  2.403694764195142607E-04 -1.081662643887814105E-04
    33 -6.749999999999999056E-02  1.154822417301578612E-17 -7.795051316785654436E-19
    33  1.079999999999999849E+00  3.136949521498558205E-11  3.387905483218442216E-11
    33 -7.650000000000000355E+00  2.098948455598419081E-06 -1.605695568532790576E-05
    33  1.079999999999999849E+00  3.459377336464761459E-03  3.736127523381942064E-03
    33 -6.749999999999999056E-02  1.404416803351806742E-01 -9.479813422624694050E-03
    33 -4.499999999999999556E-01  1.190054468695083550E-10 -5.355245109127875198E-11
    33  3.000000000000000000E+00  7.962713368598560291E-06  2.388814010579568087E-05
    33  4.499999999999999556E-01  1.312372873694096775E-02  5.905677931623435316E-03
    33  2.812499999999999722E-02  4.381012728577418898E-17  1.232159829912399026E-18
    33 -1.875000000000000000E-01  7.962713368598563679E-06 -1.493008756612230690E-06
    33 -2.812499999999999722E-02  5.327890937629328194E-01 -1.498469326208248451E-02
    33 -1.491906550684000271E-02
    43 -2.812499999999999722E-02  8.024104710357196628E-19 -2.256779449787961461E-20
    43 -1.875000000000000000E-01  1.458421826337473132E-07 -2.734540924382762123E-08
    43  2.812499999999999722E-02  9.758372645217809269E-03  2.744542306467508694E-04
    43  4.499999999999999556E-01  3.136949521498558205E-11  1.411627284674351031E-11
    43  3.000000000000000000E+00  2.098948455598419081E-06  6.296845366795257244E-06
    43 -4.499999999999999556E-01  3.459377336464761459E-03 -1.556719801409142418E-03
    43 -6.749999999999999056E-02  4.381012728577417049E-17 -2.957183591789755969E-18
    43  1.079999999999999849E+00  1.190054468695083550E-10  1.285258826190690099E-10
    43 -7.650000000000000355E+00  7.962713368598560291E-06 -6.091475726977898809E-05
    43  1.079999999999999849E+00  1.312372873694096775E-02  1.417362703589624372E-02
    43 -6.749999999999999056E-02  5.327890937629327084E-01 -3.596326382899795587E-02
    43 -4.499999999999999556E-01  1.190054468695084067E-10 -5.355245109127877783E-11
    43  3.000000000000000000E+00  7.962713368598563679E-06  2.388814010579569104E-05
    43  4.499999999999999556E-01  1.312372873694097296E-02  5.905677931623437051E-03
    43  2.812499999999999722E-02  1.154822417301578612E-17  3.247938048660689750E-19
    43 -1.875000000000000000E-01  2.098948455598419081E-06 -3.935528354247035777E-07
    43 -2.812499999999999722E-02  1.404416803351806742E-01 -3.949922259426956288E-03
    43 -2.114729727261977291E-02
    53 -2.812499999999999722E-02  1.154822417301578612E-17 -3.247938048660689750E-19
    53 -1.875000000000000000E-01  2.098948455598419081E-06 -3.935528354247035777E-07
    53  2.812499999999999722E-02  1.404416803351806742E-01  3.949922259426956288E-03
    53  4.499999999999999556E-01  1.190054468695083550E-10  5.355245109127875198E-11
    53  3.000000000000000000E+00  7.962713368598560291E-06  2.388814010579568087E-05
    53 -4.499999999999999556E-01  1.312372873694096775E-02 -5.905677931623435316E-03
    53 -6.749999999999999056E-02  4.381012728577418898E-17 -2.957183591789757509E-18
    53  1.079999999999999849E+00  1.190054468695084067E-10  1.285258826190690616E-10
    53 -7.650000000000000355E+00  7.962713368598563679E-06 -6.091475726977901519E-05
    53  1.079999999999999849E+00  1.312372873694097296E-02  1.417362703589624892E-02
    53 -6.749999999999999056E-02  5.327890937629328194E-01 -3.596326382899796281E-02
    53 -4.499999999999999556E-01  3.136949521498558205E-11 -1.411627284674351031E-11
    53  3.000000000000000000E+00  2.098948455598419081E-06  6.296845366795257244E-06
    53  4.499999999999999556E-01  3.459377336464761459E-03  1.556719801409142418E-03
    53  2.812499999999999722E-02  8.024104710357225516E-19  2.256779449787969586E-20
    53 -1.875000000000000000E-01  1.458421826337478161E-07 -2.734540924382771718E-08
    53 -2.812499999999999722E-02  9.758372645217843963E-03 -2.744542306467518452E-04
    53 -2.249427739661559456E-02
    63 -2.812499999999999722E-02  4.381012728577417049E-17 -1.232159829912398449E-18
    63 -1.875000000000000000E-01  7.962713368598560291E-06 -1.493008756612230055E-06
    63  2.812499999999999722E-02  5.327890937629327084E-01  1.498469326208248104E-02
    63  4.499999999999999556E-01  1.190054468695084067E-10  5.355245109127877783E-11
    63  3.000000000000000000E+00  7.962713368598563679E-06  2.388814010579569104E-05
    63 -4.499999999999999556E-01  1.312372873694097296E-02 -5.905677931623437051E-03
    63 -6.749999999999999056E-02  1.154822417301578612E-17 -7.795051316785654436E-19
    63  1.079999999999999849E+00  3.136949521498558205E-11  3.387905483218442216E-11
    63 -7.650000000000000355E+00  2.098948455598419081E-06 -1.605695568532790576E-05
    63  1.079999999999999849E+00  3.459377336464761459E-03  3.736127523381942064E-03
    63 -6.749999999999999056E-02  1.404416803351806742E-01 -9.479813422624694050E-03
    63 -4.499999999999999556E-01  2.179660790654364080E-12 -9.808473557944636945E-13
    63  3.000000000000000000E+00  1.458421826337478161E-07  4.375265479012434748E-07
    63  4.499999999999999556E-01  2.403694764195151009E-04  1.081662643887817900E-04
    63  2.812499999999999722E-02  1.469666042802937953E-20  4.133435745383262428E-22
    63 -1.875000000000000000E-01  2.671192751864542239E-09 -5.008486409746016957E-10
    63 -2.812499999999999722E-02  1.787308295115116086E-04 -5.026804580011263822E-06
    63  3.445244178838837920E-03
    73 -2.812499999999999722E-02  4.381012728577418898E-17 -1.232159829912399026E-18
    73 -1.875000000000000000E-01  7.962713368598563679E-06 -1.493008756612230690E-06
    73  2.812499999999999722E-02  5.327890937629328194E-01  1.498469326208248451E-02
    73  4.499999999999999556E-01  3.136949521498558205E-11  1.411627284674351031E-11
    73  3.000000000000000000E+00  2.098948455598419081E-06  6.296845366795257244E-06
    73 -4.499999999999999556E-01  3.459377336464761459E-03 -1.556719801409142418E-03
    73 -6.749999999999999056E-02  8.024104710357225516E-19 -5.416270679491126405E-20
    73  1.079999999999999849E+00  2.179660790654364080E-12  2.354033653906712948E-12
    73 -7.650000000000000355E+00  1.458421826337478161E-07 -1.115692697148170887E-06
    73  1.079999999999999849E+00  2.403694764195151009E-04  2.595990345330762743E-04
    73 -6.749999999999999056E-02  9.758372645217843963E-03 -6.586901535522043417E-04
    73 -4.499999999999999556E-01  3.992187994155812748E-14 -1.796484597370115547E-14
    73  3.000000000000000000E+00  2.671192751864542239E-09  8.013578255593627131E-09
    73  4.499999999999999556E-01  4.402520529973940530E-06  1.981134238488272857E-06
    73  2.812499999999999722E-02  7.095474162284703661E-23  1.995602108142572721E-24
    73 -1.875000000000000000E-01  1.289638502988697346E-11 -2.418072193103807423E-12
    73 -2.812499999999999722E-02  8.629035072375886593E-07 -2.426916114105717972E-08
    73  1.303453537825712168E-02
    24 -2.812499999999999722E-02  1.927408400175845712E-16 -5.420836125494565679E-18
    24 -1.875000000000000000E-01  2.125514896553042626E-08 -3.985340431036954717E-09
    24  2.812499999999999722E-02  8.629035072375886593E-07  2.426916114105717972E-08
    24  4.499999999999999556E-01  2.671192751864532313E-09  1.202036738339039396E-09
    24  3.000000000000000000E+00  4.402520529973924436E-06  1.320756158992177331E-05
    24 -4.499999999999999556E-01  1.787308295115109581E-04 -8.042887328017992300E-05
    24 -6.749999999999999056E-02  2.179660790654356002E-12 -1.471271033691690039E-13
    24  1.079999999999999849E+00  1.458421826337473132E-07  1.575095572444470845E-07
    24 -7.650000000000000355E+00  2.403694764195142607E-04 -1.838826494609284087E-03
    24  1.079999999999999849E+00  9.758372645217809269E-03  1.053904245683523304E-02
    24 -6.749999999999999056E-02  9.758372645217809269E-03 -6.586901535522020649E-04
    24 -4.499999999999999556E-01  2.098948455598419081E-06 -9.445268050192884807E-07
    24  3.000000000000000000E+00  3.459377336464761459E-03  1.037813200939428394E-02
    24  4.499999999999999556E-01  1.404416803351806742E-01  6.319875615083130060E-02
    24  2.812499999999999722E-02  1.190054468695083550E-10  3.347028193204921999E-12
    24 -1.875000000000000000E-01  1.312372873694096775E-02 -2.460699138176431454E-03
    24 -2.812499999999999722E-02  5.327890937629327084E-01 -1.498469326208248104E-02
    24  6.410503472875972442E-02
    34 -2.812499999999999722E-02  3.992187994155798233E-14 -1.122802873356318076E-15
    34 -1.875000000000000000E-01  4.402520529973924436E-06 -8.254725993701108318E-07
    34  2.812499999999999722E-02  1.787308295115109581E-04  5.026804580011245188E-06
    34  4.499999999999999556E-01  1.458421826337473132E-07  6.562898218518628300E-08
    34  3.000000000000000000E+00  2.403694764195142607E-04  7.211084292585428091E-04
    34 -4.499999999999999556E-01  9.758372645217809269E-03 -4.391267690348013911E-03
    34 -6.749999999999999056E-02  3.136949521498558205E-11 -2.117440927011526385E-12
    34  1.079999999999999849E+00  2.098948455598419081E-06  2.266864332046292100E-06
    34 -7.650000000000000355E+00  3.459377336464761459E-03 -2.646423662395542761E-02
    34  1.079999999999999849E+00  1.404416803351806742E-01  1.516770147619951048E-01
    34 -6.749999999999999056E-02  1.404416803351806742E-01 -9.479813422624694050E-03
    34 -4.499999999999999556E-01  7.962713368598560291E-06 -3.583221015869351792E-06
    34  3.000000000000000000E+00  1.312372873694096775E-02  3.937118621082290326E-02
    34  4.499999999999999556E-01  5.327890937629327084E-01  2.397550921933196966E-01
    34  2.812499999999999722E-02  1.190054468695084067E-10  3.347028193204923614E-12
    34 -1.875000000000000000E-01  1.312372873694097296E-02 -2.460699138176432321E-03
    34 -2.812499999999999722E-02  5.327890937629328194E-01 -1.498469326208248451E-02
    34  3.737466420637167164E-01
    44 -2.812499999999999722E-02  2.179660790654356002E-12 -6.130295973715375372E-14
    44 -1.875000000000000000E-01  2.403694764195142607E-04 -4.506927682865892557E-05
    44  2.812499999999999722E-02  9.758372645217809269E-03  2.744542306467508694E-04
    44  4.499999999999999556E-01  2.098948455598419081E-06  9.445268050192884807E-07
    44  3.000000000000000000E+00  3.459377336464761459E-03  1.037813200939428394E-02
