     1     1 -7.650000000000000355E+00  7.095474162284703661E-23 -5.428037734147798154E-22
     1     2  1.079999999999999849E+00  1.927408400175845712E-16  2.081601072189912974E-16
     1     3 -6.749999999999999056E-02  1.289638502988697346E-11 -8.705059895173706280E-13
     1    11  3.000000000000000000E+00  1.469666042802932536E-20  4.408998128408797608E-20
     1    12  4.499999999999999556E-01  3.992187994155798233E-14  1.796484597370108921E-14
     1    21 -1.875000000000000000E-01  8.024104710357196628E-19 -1.504519633191974428E-19
     1    23 -2.812499999999999722E-02  1.458421826337473132E-07 -4.101811386574142687E-09
     1   101 -4.102663719664483552E-09
     2     1  1.079999999999999849E+00  7.095474162284703661E-23  7.663112095267478308E-23
     2     2 -7.650000000000000355E+00  1.927408400175845712E-16 -1.474467426134521951E-15
     2     3  1.079999999999999849E+00  1.289638502988697346E-11  1.392809583227793005E-11
     2     4 -6.749999999999999056E-02  2.125514896553042626E-08 -1.434722555173303533E-09
     2    11 -4.499999999999999556E-01  1.469666042802932536E-20 -6.613497192613195811E-21
     2    12  3.000000000000000000E+00  3.992187994155798233E-14  1.197656398246739407E-13
     2    13  4.499999999999999556E-01  2.671192751864532313E-09  1.202036738339039396E-09
     2    22 -1.875000000000000000E-01  2.179660790654356002E-12 -4.086863982476917756E-13
     2    24 -2.812499999999999722E-02  2.403694764195142607E-04 -6.760391524298838158E-06
     2   101 -6.760610572415072332E-06
     3     1 -6.749999999999999056E-02  7.095474162284703661E-23 -4.789445059542173943E-24
     3     2  1.079999999999999849E+00  1.927408400175845712E-16  2.081601072189912974E-16
     3     3 -7.650000000000000355E+00  1.289638502988697346E-11 -9.865734547863535386E-11
     3     4  1.079999999999999849E+00  2.125514896553042626E-08  2.295556088277285652E-08
     3     5 -6.749999999999999056E-02  8.629035072375886593E-07 -5.824598673853722471E-08
     3    12 -4.499999999999999556E-01  3.992187994155798233E-14 -1.796484597370108921E-14
     3    13  3.000000000000000000E+00  2.671192751864532313E-09  8.013578255593597352E-09
     3    14  4.499999999999999556E-01  4.402520529973924436E-06  1.981134238488265658E-06
     3    21  2.812499999999999722E-02  8.024104710357196628E-19  2.256779449787961461E-20
     3    23 -1.875000000000000000E-01  1.458421826337473132E-07 -2.734540924382762123E-08
     3    25 -2.812499999999999722E-02  9.758372645217809269E-03 -2.744542306467508694E-04
     3   101 -2.725278173402087534E-04
     4     2 -6.749999999999999056E-02  1.927408400175845712E-16 -1.301000670118695609E-17
     4     3  1.079999999999999849E+00  1.289638502988697346E-11  1.392809583227793005E-11
     4     4 -7.650000000000000355E+00  2.125514896553042626E-08 -1.626018895863077723E-07
     4     5  1.079999999999999849E+00  8.629035072375886593E-07  9.319357878165955953E-07
     4     6 -6.749999999999999056E-02  8.629035072375886593E-07 -5.824598673853722471E-08
     4    13 -4.499999999999999556E-01  2.671192751864532313E-09 -1.202036738339039396E-09
     4    14  3.000000000000000000E+00  4.402520529973924436E-06  1.320756158992177331E-05
     4    15  4.499999999999999556E-01  1.787308295115109581E-04  8.042887328017992300E-05
     4    22  2.812499999999999722E-02  2.179660790654356002E-12  6.130295973715375372E-14
     4    24 -1.875000000000000000E-01  2.403694764195142607E-04 -4.506927682865892557E-05
     4    26 -2.812499999999999722E-02  9.758372645217809269E-03 -2.744542306467508694E-04
     4   101 -2.251771727411689056E-04
     5     3 -6.749999999999999056E-02  1.289638502988697346E-11 -8.705059895173706280E-13
     5     4  1.079999999999999849E+00  2.125514896553042626E-08  2.295556088277285652E-08
     5     5 -7.650000000000000355E+00  8.629035072375886593E-07 -6.601211830367553360E-06
     5     6  1.079999999999999849E+00  8.629035072375886593E-07  9.319357878165955953E-07
     5     7 -6.749999999999999056E-02  2.125514896553038655E-08 -1.434722555173300844E-09
     5    14 -4.499999999999999556E-01  4.402520529973924436E-06 -1.981134238488265658E-06
     5    15  3.000000000000000000E+00  1.787308295115109581E-04  5.361924885345329284E-04
     5    16  4.499999999999999556E-01  1.787308295115109581E-04  8.042887328017992300E-05
     5    23  2.812499999999999722E-02  1.458421826337473132E-07  4.101811386574142687E-09
     5    25 -1.875000000000000000E-01  9.758372645217809269E-03 -1.829694870978339129E-03
     5    27 -2.812499999999999722E-02  2.403694764195138270E-04 -6.760391524298825452E-06
     5   101 -1.227458689189756327E-03
     6     4 -6.749999999999999056E-02  2.125514896553042626E-08 -1.434722555173303533E-09
     6     5  1.079999999999999849E+00  8.629035072375886593E-07  9.319357878165955953E-07
     6     6 -7.650000000000000355E+00  8.629035072375886593E-07 -6.601211830367553360E-06
     6     7  1.079999999999999849E+00  2.125514896553038655E-08  2.295556088277281351E-08
     6     8 -6.749999999999999056E-02  1.289638502988685876E-11 -8.705059895173628530E-13
     6    15 -4.499999999999999556E-01  1.787308295115109581E-04 -8.042887328017992300E-05
     6    16  3.000000000000000000E+00  1.787308295115109581E-04  5.361924885345329284E-04
     6    17  4.499999999999999556E-01  4.402520529973916813E-06  1.981134238488262269E-06
     6    24  2.812499999999999722E-02  2.403694764195142607E-04  6.760391524298838158E-06
     6    26 -1.875000000000000000E-01  9.758372645217809269E-03 -1.829694870978339129E-03
     6    28 -2.812499999999999722E-02  1.458421826337460162E-07 -4.101811386574106292E-09
     6   101 -1.370841587847314910E-03
     7     5 -6.749999999999999056E-02  8.629035072375886593E-07 -5.824598673853722471E-08
     7     6  1.079999999999999849E+00  8.629035072375886593E-07  9.319357878165955953E-07
     7     7 -7.650000000000000355E+00  2.125514896553038655E-08 -1.626018895863074546E-07
     7     8  1.079999999999999849E+00  1.289638502988685876E-11  1.392809583227780565E-11
     7     9 -6.749999999999999056E-02  1.927408400175831907E-16 -1.301000670118686364E-17
     7    16 -4.499999999999999556E-01  1.787308295115109581E-04 -8.042887328017992300E-05
